stat_id,match_id,player_id,team_id,minutes_played,points,rebounds,assists,steals,blocks,turnovers,fg_made,fg_attempted,three_made,three_attempted,ft_made,ft_attempted,efficiency,goals,shots,shots_on_target,passes,pass_accuracy,tackles,interceptions,yellow_cards,red_cards,fouls,saves,rating,sets_played,attacks,attack_kills,serves,serve_aces,digs,receptions,reception_efficiency,errors,games_played,points_won,points_lost,smash_winners,net_shots,service_aces,unforced_errors,longest_rally,win_rate
S000775,M00081,P0040,T004,19.0,24.0,12.0,10.0,2.0,4.0,4.0,7.0,16.0,3.0,6.0,0.0,5.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000776,M00081,P0047,T004,23.0,16.0,5.0,0.0,2.0,2.0,3.0,6.0,18.0,6.0,7.0,5.0,8.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000777,M00081,P0051,T005,35.0,1.0,13.0,2.0,1.0,2.0,2.0,7.0,15.0,6.0,2.0,2.0,6.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000778,M00081,P0060,T005,32.0,18.0,1.0,1.0,3.0,2.0,4.0,10.0,14.0,1.0,0.0,0.0,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000779,M00081,P0058,T005,15.0,11.0,3.0,2.0,1.0,2.0,1.0,8.0,16.0,3.0,10.0,7.0,4.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000780,M00081,P0055,T005,14.0,20.0,2.0,6.0,0.0,0.0,0.0,3.0,11.0,5.0,1.0,1.0,5.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000781,M00081,P0056,T005,37.0,32.0,8.0,8.0,4.0,3.0,0.0,1.0,20.0,0.0,1.0,7.0,9.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000782,M00081,P0054,T005,22.0,30.0,15.0,8.0,1.0,1.0,6.0,2.0,8.0,4.0,9.0,5.0,7.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000783,M00081,P0052,T005,35.0,0.0,8.0,7.0,1.0,3.0,6.0,5.0,8.0,5.0,6.0,1.0,2.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000784,M00081,P0062,T005,13.0,10.0,1.0,3.0,4.0,2.0,1.0,8.0,13.0,1.0,6.0,5.0,9.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000785,M00087,P0007,T001,15.0,23.0,8.0,8.0,1.0,2.0,1.0,2.0,20.0,5.0,3.0,8.0,5.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000786,M00087,P0009,T001,18.0,23.0,8.0,0.0,0.0,3.0,2.0,5.0,14.0,2.0,10.0,7.0,5.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000787,M00087,P0001,T001,14.0,12.0,2.0,1.0,1.0,1.0,1.0,8.0,12.0,6.0,8.0,7.0,10.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000788,M00087,P0008,T001,29.0,5.0,14.0,7.0,3.0,1.0,1.0,5.0,8.0,3.0,2.0,0.0,3.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000789,M00087,P0012,T001,36.0,35.0,12.0,10.0,1.0,0.0,3.0,6.0,3.0,5.0,8.0,0.0,1.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000790,M00087,P0006,T001,35.0,24.0,7.0,0.0,2.0,2.0,5.0,4.0,4.0,3.0,9.0,3.0,5.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000791,M00087,P0013,T001,27.0,32.0,4.0,4.0,4.0,1.0,2.0,4.0,12.0,0.0,0.0,1.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000792,M00087,P0010,T001,32.0,25.0,14.0,7.0,4.0,2.0,4.0,2.0,16.0,2.0,2.0,4.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000793,M00087,P0024,T002,36.0,34.0,11.0,11.0,0.0,3.0,4.0,10.0,9.0,3.0,8.0,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000794,M00087,P0019,T002,31.0,20.0,7.0,10.0,4.0,0.0,1.0,9.0,17.0,4.0,8.0,4.0,8.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000795,M00087,P0018,T002,22.0,27.0,4.0,12.0,5.0,4.0,0.0,5.0,13.0,3.0,9.0,2.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000796,M00087,P0022,T002,18.0,28.0,4.0,4.0,3.0,1.0,0.0,2.0,20.0,5.0,6.0,4.0,2.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000797,M00087,P0017,T002,14.0,13.0,7.0,9.0,3.0,1.0,4.0,4.0,10.0,4.0,1.0,2.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000798,M00087,P0014,T002,31.0,35.0,15.0,0.0,3.0,1.0,4.0,4.0,8.0,4.0,8.0,0.0,9.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000799,M00087,P0021,T002,39.0,13.0,5.0,2.0,0.0,0.0,6.0,2.0,3.0,1.0,3.0,2.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000800,M00087,P0015,T002,12.0,33.0,12.0,7.0,3.0,3.0,0.0,1.0,3.0,4.0,10.0,8.0,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000801,M00088,P0075,T006,21.0,24.0,2.0,4.0,0.0,1.0,4.0,5.0,13.0,5.0,3.0,1.0,9.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000802,M00088,P0070,T006,34.0,3.0,15.0,4.0,3.0,4.0,5.0,3.0,9.0,2.0,4.0,6.0,9.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000803,M00088,P0065,T006,36.0,6.0,1.0,0.0,1.0,0.0,3.0,7.0,8.0,0.0,5.0,4.0,5.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000804,M00088,P0064,T006,33.0,24.0,14.0,1.0,2.0,0.0,5.0,1.0,16.0,3.0,10.0,6.0,6.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000805,M00088,P0072,T006,12.0,4.0,0.0,10.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,4.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000806,M00088,P0076,T006,24.0,34.0,10.0,1.0,3.0,4.0,6.0,10.0,11.0,6.0,9.0,7.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000807,M00088,P0068,T006,29.0,0.0,11.0,12.0,4.0,1.0,3.0,7.0,20.0,1.0,4.0,8.0,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000808,M00088,P0067,T006,27.0,25.0,5.0,6.0,4.0,3.0,6.0,1.0,19.0,1.0,8.0,6.0,8.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000809,M00088,P0099,T008,12.0,23.0,0.0,5.0,4.0,3.0,1.0,6.0,17.0,6.0,1.0,7.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000810,M00088,P0101,T008,32.0,15.0,4.0,0.0,0.0,1.0,3.0,6.0,17.0,6.0,10.0,8.0,9.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000811,M00088,P0100,T008,36.0,11.0,12.0,0.0,2.0,0.0,4.0,1.0,14.0,1.0,1.0,7.0,5.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000812,M00088,P0092,T008,26.0,20.0,3.0,7.0,3.0,3.0,2.0,2.0,7.0,3.0,4.0,6.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000813,M00088,P0098,T008,35.0,4.0,3.0,8.0,5.0,4.0,1.0,5.0,5.0,4.0,9.0,6.0,2.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000814,M00088,P0103,T008,18.0,11.0,5.0,2.0,4.0,3.0,2.0,9.0,5.0,3.0,0.0,4.0,5.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000815,M00088,P0097,T008,39.0,8.0,3.0,8.0,2.0,2.0,2.0,8.0,4.0,2.0,6.0,8.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000816,M00088,P0095,T008,37.0,9.0,4.0,5.0,3.0,0.0,5.0,10.0,3.0,5.0,0.0,1.0,10.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000817,M00090,P0040,T004,16.0,8.0,8.0,7.0,1.0,4.0,1.0,9.0,13.0,5.0,4.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000818,M00090,P0048,T004,25.0,33.0,5.0,2.0,5.0,2.0,5.0,8.0,10.0,0.0,2.0,6.0,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000819,M00090,P0042,T004,40.0,34.0,11.0,0.0,3.0,0.0,0.0,6.0,20.0,5.0,0.0,1.0,1.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000820,M00090,P0043,T004,21.0,0.0,5.0,7.0,0.0,0.0,2.0,3.0,16.0,0.0,0.0,5.0,3.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000821,M00090,P0041,T004,36.0,28.0,1.0,9.0,1.0,1.0,0.0,1.0,17.0,0.0,6.0,5.0,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000822,M00090,P0037,T004,10.0,30.0,8.0,11.0,5.0,0.0,4.0,10.0,12.0,4.0,5.0,4.0,3.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000823,M00090,P0044,T004,30.0,9.0,14.0,6.0,4.0,4.0,4.0,4.0,16.0,2.0,2.0,4.0,4.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000824,M00090,P0038,T004,25.0,7.0,13.0,11.0,0.0,4.0,6.0,9.0,7.0,3.0,3.0,4.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000825,M00090,P0094,T008,21.0,35.0,12.0,3.0,5.0,1.0,0.0,8.0,12.0,1.0,5.0,7.0,4.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000826,M00090,P0102,T008,34.0,15.0,10.0,2.0,3.0,4.0,0.0,7.0,11.0,4.0,6.0,0.0,6.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000827,M00090,P0092,T008,16.0,35.0,7.0,11.0,2.0,2.0,4.0,9.0,9.0,4.0,4.0,2.0,5.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000828,M00090,P0091,T008,17.0,24.0,9.0,6.0,1.0,4.0,0.0,6.0,13.0,0.0,7.0,7.0,4.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000829,M00090,P0095,T008,11.0,25.0,11.0,7.0,4.0,2.0,2.0,2.0,14.0,3.0,2.0,3.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000830,M00090,P0096,T008,33.0,0.0,1.0,8.0,2.0,2.0,0.0,1.0,18.0,5.0,4.0,0.0,10.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000831,M00090,P0100,T008,13.0,14.0,3.0,1.0,0.0,3.0,6.0,9.0,15.0,0.0,9.0,0.0,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000832,M00090,P0101,T008,35.0,18.0,14.0,10.0,3.0,0.0,5.0,3.0,8.0,5.0,0.0,6.0,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000833,M00091,P0040,T004,14.0,11.0,14.0,5.0,4.0,2.0,6.0,1.0,3.0,1.0,6.0,0.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000834,M00091,P0042,T004,13.0,21.0,6.0,11.0,1.0,2.0,6.0,10.0,11.0,3.0,10.0,5.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000835,M00091,P0041,T004,19.0,2.0,15.0,1.0,3.0,1.0,6.0,3.0,17.0,4.0,8.0,0.0,5.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000836,M00091,P0038,T004,33.0,23.0,0.0,3.0,5.0,0.0,0.0,1.0,15.0,2.0,10.0,3.0,4.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000837,M00091,P0039,T004,33.0,0.0,6.0,11.0,4.0,0.0,0.0,5.0,14.0,1.0,0.0,3.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000838,M00091,P0037,T004,26.0,18.0,2.0,1.0,4.0,2.0,5.0,10.0,6.0,1.0,10.0,5.0,9.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000839,M00091,P0047,T004,38.0,11.0,11.0,5.0,1.0,2.0,5.0,10.0,13.0,1.0,0.0,5.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000840,M00091,P0049,T004,11.0,3.0,13.0,7.0,4.0,4.0,0.0,1.0,15.0,4.0,6.0,8.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000841,M00091,P0072,T006,25.0,32.0,8.0,11.0,5.0,1.0,5.0,4.0,9.0,4.0,4.0,4.0,9.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000842,M00091,P0070,T006,40.0,23.0,7.0,0.0,0.0,3.0,3.0,8.0,15.0,6.0,2.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000843,M00091,P0075,T006,16.0,10.0,11.0,0.0,0.0,3.0,1.0,7.0,13.0,2.0,2.0,6.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000844,M00091,P0071,T006,13.0,29.0,8.0,2.0,4.0,0.0,5.0,3.0,7.0,1.0,3.0,4.0,5.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000845,M00091,P0076,T006,13.0,4.0,0.0,11.0,0.0,4.0,0.0,7.0,4.0,2.0,3.0,0.0,10.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000846,M00091,P0068,T006,40.0,34.0,13.0,8.0,2.0,1.0,0.0,3.0,6.0,0.0,6.0,6.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000847,M00091,P0064,T006,35.0,8.0,0.0,4.0,5.0,2.0,3.0,6.0,20.0,6.0,8.0,7.0,5.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000848,M00091,P0067,T006,28.0,11.0,2.0,2.0,4.0,4.0,6.0,7.0,12.0,1.0,6.0,0.0,3.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000849,M00093,P0028,T003,26.0,11.0,2.0,4.0,3.0,3.0,0.0,10.0,7.0,0.0,7.0,1.0,1.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000850,M00093,P0031,T003,21.0,10.0,7.0,11.0,4.0,0.0,1.0,4.0,16.0,5.0,2.0,1.0,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000851,M00093,P0027,T003,29.0,10.0,2.0,5.0,4.0,0.0,4.0,10.0,18.0,5.0,0.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000852,M00093,P0025,T003,23.0,6.0,3.0,8.0,3.0,1.0,4.0,6.0,13.0,4.0,8.0,1.0,9.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000853,M00093,P0034,T003,20.0,29.0,15.0,2.0,5.0,0.0,3.0,9.0,19.0,0.0,0.0,5.0,3.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000854,M00093,P0036,T003,27.0,13.0,2.0,8.0,3.0,4.0,1.0,9.0,18.0,1.0,8.0,4.0,5.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000855,M00093,P0032,T003,38.0,19.0,1.0,10.0,0.0,4.0,1.0,3.0,18.0,1.0,0.0,0.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000856,M00093,P0030,T003,16.0,18.0,4.0,10.0,1.0,1.0,5.0,3.0,4.0,2.0,1.0,4.0,4.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000857,M00093,P0095,T008,40.0,23.0,6.0,11.0,0.0,1.0,5.0,1.0,7.0,0.0,10.0,3.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000858,M00093,P0101,T008,39.0,9.0,7.0,2.0,1.0,3.0,3.0,6.0,7.0,5.0,1.0,3.0,5.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000859,M00093,P0094,T008,16.0,2.0,4.0,8.0,0.0,3.0,2.0,1.0,16.0,2.0,6.0,3.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000860,M00093,P0093,T008,36.0,3.0,11.0,11.0,4.0,1.0,6.0,8.0,17.0,3.0,5.0,6.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000861,M00093,P0099,T008,29.0,34.0,7.0,2.0,0.0,0.0,5.0,3.0,5.0,3.0,10.0,1.0,7.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000862,M00093,P0092,T008,22.0,2.0,5.0,9.0,5.0,4.0,1.0,2.0,3.0,2.0,3.0,8.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000863,M00093,P0091,T008,29.0,24.0,12.0,2.0,1.0,4.0,0.0,4.0,6.0,3.0,7.0,0.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000864,M00093,P0102,T008,21.0,25.0,11.0,6.0,3.0,3.0,6.0,1.0,15.0,1.0,6.0,2.0,1.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000865,M00096,P0099,T008,34.0,16.0,9.0,10.0,0.0,3.0,3.0,7.0,9.0,5.0,4.0,3.0,3.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000866,M00096,P0097,T008,23.0,22.0,0.0,4.0,5.0,4.0,3.0,3.0,17.0,1.0,2.0,2.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000867,M00096,P0096,T008,23.0,7.0,2.0,4.0,1.0,2.0,1.0,7.0,7.0,6.0,5.0,8.0,5.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000868,M00096,P0101,T008,31.0,9.0,3.0,10.0,4.0,4.0,5.0,1.0,20.0,5.0,7.0,1.0,9.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000869,M00096,P0091,T008,23.0,9.0,7.0,11.0,2.0,0.0,5.0,10.0,15.0,2.0,3.0,3.0,8.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000870,M00096,P0095,T008,35.0,15.0,4.0,11.0,2.0,3.0,1.0,6.0,4.0,2.0,8.0,3.0,3.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000871,M00096,P0098,T008,18.0,12.0,1.0,12.0,5.0,1.0,0.0,2.0,14.0,6.0,10.0,8.0,7.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000872,M00096,P0093,T008,10.0,23.0,8.0,5.0,3.0,3.0,5.0,10.0,11.0,3.0,5.0,7.0,6.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000873,M00096,P0075,T006,40.0,15.0,13.0,5.0,4.0,3.0,6.0,5.0,15.0,3.0,9.0,8.0,6.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000874,M00096,P0078,T006,35.0,4.0,13.0,3.0,2.0,1.0,0.0,3.0,13.0,2.0,5.0,0.0,8.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000875,M00096,P0076,T006,39.0,0.0,10.0,9.0,2.0,4.0,0.0,6.0,8.0,6.0,6.0,2.0,5.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000876,M00096,P0068,T006,40.0,23.0,12.0,6.0,2.0,3.0,1.0,2.0,10.0,0.0,7.0,4.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000877,M00096,P0074,T006,21.0,7.0,8.0,2.0,3.0,0.0,6.0,5.0,4.0,5.0,4.0,8.0,9.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000878,M00096,P0069,T006,17.0,10.0,13.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,9.0,6.0,3.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000879,M00096,P0067,T006,34.0,29.0,7.0,1.0,5.0,0.0,0.0,9.0,6.0,3.0,8.0,5.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000880,M00096,P0073,T006,39.0,7.0,2.0,5.0,5.0,4.0,3.0,2.0,20.0,2.0,5.0,2.0,3.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000881,M00097,P0011,T001,37.0,31.0,1.0,1.0,3.0,1.0,5.0,3.0,3.0,5.0,8.0,6.0,5.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000882,M00097,P0005,T001,33.0,9.0,7.0,7.0,3.0,3.0,1.0,10.0,16.0,3.0,10.0,5.0,6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000883,M00097,P0003,T001,16.0,29.0,0.0,1.0,2.0,0.0,5.0,1.0,14.0,6.0,2.0,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000884,M00097,P0007,T001,10.0,23.0,10.0,10.0,4.0,0.0,0.0,1.0,7.0,3.0,10.0,2.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000885,M00097,P0009,T001,19.0,11.0,10.0,7.0,5.0,1.0,0.0,7.0,3.0,4.0,4.0,3.0,9.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000886,M00097,P0008,T001,35.0,7.0,6.0,12.0,3.0,4.0,6.0,2.0,18.0,1.0,0.0,3.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000887,M00097,P0013,T001,22.0,22.0,11.0,11.0,1.0,4.0,6.0,7.0,8.0,5.0,0.0,2.0,9.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000888,M00097,P0010,T001,30.0,31.0,7.0,5.0,1.0,2.0,4.0,6.0,9.0,1.0,2.0,2.0,2.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000889,M00097,P0048,T004,19.0,23.0,15.0,11.0,5.0,1.0,6.0,6.0,10.0,1.0,3.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000890,M00097,P0049,T004,26.0,22.0,1.0,7.0,3.0,0.0,0.0,9.0,17.0,0.0,8.0,2.0,6.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000891,M00097,P0044,T004,25.0,7.0,5.0,3.0,3.0,0.0,0.0,1.0,18.0,0.0,2.0,6.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000892,M00097,P0040,T004,30.0,35.0,7.0,8.0,5.0,4.0,5.0,3.0,5.0,6.0,7.0,6.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000893,M00097,P0046,T004,37.0,16.0,12.0,7.0,1.0,2.0,3.0,5.0,7.0,1.0,3.0,3.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000894,M00097,P0047,T004,40.0,10.0,0.0,10.0,0.0,4.0,2.0,5.0,7.0,2.0,8.0,2.0,10.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000895,M00097,P0039,T004,30.0,11.0,5.0,11.0,2.0,3.0,0.0,7.0,8.0,6.0,9.0,5.0,3.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000896,M00097,P0037,T004,30.0,3.0,12.0,3.0,5.0,3.0,6.0,4.0,5.0,6.0,10.0,1.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000897,M00098,P0029,T003,25.0,20.0,7.0,8.0,2.0,0.0,5.0,9.0,13.0,1.0,0.0,1.0,3.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000898,M00098,P0031,T003,22.0,11.0,12.0,10.0,0.0,4.0,6.0,5.0,15.0,1.0,9.0,7.0,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000899,M00098,P0032,T003,22.0,4.0,10.0,11.0,2.0,3.0,0.0,6.0,13.0,2.0,9.0,1.0,2.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000900,M00098,P0036,T003,30.0,4.0,11.0,1.0,3.0,2.0,0.0,2.0,13.0,2.0,6.0,4.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000901,M00098,P0026,T003,39.0,5.0,12.0,9.0,1.0,4.0,2.0,8.0,20.0,3.0,5.0,2.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000902,M00098,P0035,T003,35.0,0.0,4.0,0.0,2.0,1.0,3.0,3.0,3.0,0.0,9.0,7.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000903,M00098,P0034,T003,33.0,5.0,4.0,4.0,0.0,1.0,4.0,4.0,16.0,4.0,6.0,7.0,8.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000904,M00098,P0025,T003,30.0,29.0,12.0,0.0,4.0,4.0,3.0,4.0,5.0,1.0,6.0,7.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000905,M00098,P0038,T004,34.0,1.0,14.0,5.0,5.0,4.0,4.0,9.0,18.0,5.0,8.0,6.0,5.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000906,M00098,P0049,T004,36.0,13.0,9.0,3.0,0.0,4.0,0.0,7.0,13.0,2.0,3.0,0.0,8.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000907,M00098,P0046,T004,33.0,21.0,5.0,3.0,0.0,1.0,0.0,3.0,6.0,4.0,1.0,5.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000908,M00098,P0039,T004,21.0,31.0,12.0,4.0,2.0,4.0,5.0,8.0,12.0,3.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000909,M00098,P0047,T004,23.0,35.0,14.0,6.0,2.0,2.0,4.0,7.0,18.0,3.0,4.0,7.0,9.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000910,M00098,P0044,T004,39.0,19.0,2.0,6.0,1.0,3.0,2.0,7.0,4.0,2.0,5.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
